pair_id,crop,member_a,member_b,n_imgs_total,lookalike_prior,web_checked,web_verified,confirmed,clip_scored,matched_cross_knn,clip_lane_hint,needs_web
oak__bacterial-leaf-scorch__ganoderma-root-and-butt-rot,Oak,Bacterial Leaf Scorch,Ganoderma Root And Butt Rot,35,2.0,True,False,False,True,0.0,image_decisive,False
oak__bacterial-leaf-scorch__nectria-canker,Oak,Bacterial Leaf Scorch,Nectria Canker,29,2.0,True,False,False,True,0.0,image_decisive,False
cabbage__black-rot-of-crucifers__phytophthora-root-and-stem-rot,Cabbage,Black Rot Of Crucifers,Phytophthora Root And Stem Rot,37,2.0,True,False,False,True,0.0,image_decisive,False
wheat__parastagonospora-nodorum__wheat-streak-mosaic-virus,Wheat,Parastagonospora Nodorum,Wheat Streak Mosaic Virus,38,2.0,True,False,False,True,0.037,image_decisive,False
aspen-poplar__cytospora-cankers__marssonina-leaf-spots,Aspen/Poplar,Cytospora Cankers,Marssonina Leaf Spots,28,2.0,True,False,False,False,,,False
tomato__early-blight__tomato-spotted-wilt-virus,Tomato,Early Blight,Tomato Spotted Wilt Virus,171,1.5,True,True,True,True,0.1406,image_decisive,False
tomato__late-blight__tomato-spotted-wilt-virus,Tomato,Late Blight,Tomato Spotted Wilt Virus,242,1.5,True,False,False,True,0.1139,image_decisive,False
tomato__southern-bacterial-wilt__tomato-spotted-wilt-virus,Tomato,Southern Bacterial Wilt,Tomato Spotted Wilt Virus,138,1.4,True,False,False,True,0.0943,image_decisive,False
tomato__southern-blight__tomato-spotted-wilt-virus,Tomato,Southern Blight,Tomato Spotted Wilt Virus,159,1.4,True,False,False,True,0.0,image_decisive,False
soybean__bacterial-blight__cercospora-blight,Soybean,Bacterial Blight,Cercospora Blight,72,1.4,True,False,False,True,0.0,image_decisive,False
soybean__bean-pod-mottle-virus__cercospora-blight,Soybean,Bean Pod Mottle Virus,Cercospora Blight,76,1.4,True,False,False,True,0.0,image_decisive,False
tomato__bacterial-canker-and-wilt-of-tomato__tomato-spotted-wilt-virus,Tomato,Bacterial Canker And Wilt Of Tomato,Tomato Spotted Wilt Virus,143,1.3,True,False,False,True,0.1167,image_decisive,False
tomato__septoria-leaf-spot__tomato-spotted-wilt-virus,Tomato,Septoria Leaf Spot,Tomato Spotted Wilt Virus,148,1.3,True,False,False,True,0.0638,image_decisive,False
tomato__tomato-leaf-mould__tomato-spotted-wilt-virus,Tomato,Tomato Leaf Mould,Tomato Spotted Wilt Virus,162,1.3,True,False,False,True,0.0172,image_decisive,False
pepper__bacterial-spot__southern-blight,Pepper,Bacterial Spot,Southern Blight,53,1.3,True,False,False,True,0.0244,image_decisive,False
soybean__bacterial-blight__frogeye-leaf-spot,Soybean,Bacterial Blight,Frogeye Leaf Spot,41,1.3,True,True,True,True,0.1765,image_decisive,False
soybean__bacterial-pustule-of-soybean-disease__septoria-leaf-spot,Soybean,Bacterial Pustule Of Soybean Disease,Septoria Leaf Spot,33,1.3,True,True,True,True,0.2258,image_ambiguous,False
soybean__bean-pod-mottle-virus__root-and-stem-rot,Soybean,Bean Pod Mottle Virus,Root And Stem Rot,38,1.3,True,False,False,True,0.0278,image_decisive,False
soybean__bean-pod-mottle-virus__sclerotinia-timber-rot,Soybean,Bean Pod Mottle Virus,Sclerotinia Timber Rot,81,1.3,True,False,False,False,,,False
soybean__bean-pod-mottle-virus__septoria-leaf-spot,Soybean,Bean Pod Mottle Virus,Septoria Leaf Spot,34,1.3,True,True,True,True,0.0588,image_decisive,False
strawberry__angular-leaf-spot-of-strawberry__gray-mold,Strawberry,Angular Leaf Spot Of Strawberry,Gray Mold,34,1.3,True,True,True,True,0.0455,image_decisive,False
tomato__anthracnose__tomato-spotted-wilt-virus,Tomato,Anthracnose,Tomato Spotted Wilt Virus,136,1.2,True,False,False,False,,,False
tomato__bacterial-canker-and-wilt-of-tomato__bacterial-speck-of-tomato,Tomato,Bacterial Canker And Wilt Of Tomato,Bacterial Speck Of Tomato,39,1.2,True,True,True,True,0.0263,image_decisive,False
tomato__bacterial-canker-and-wilt-of-tomato__southern-bacterial-wilt,Tomato,Bacterial Canker And Wilt Of Tomato,Southern Bacterial Wilt,35,1.2,True,True,True,True,0.1515,image_decisive,False
tomato__bacterial-speck-of-tomato__early-blight,Tomato,Bacterial Speck Of Tomato,Early Blight,67,1.2,True,True,True,True,0.119,image_decisive,False
tomato__bacterial-speck-of-tomato__late-blight,Tomato,Bacterial Speck Of Tomato,Late Blight,138,1.2,True,False,False,True,0.0702,image_decisive,False
tomato__bacterial-speck-of-tomato__southern-blight,Tomato,Bacterial Speck Of Tomato,Southern Blight,55,1.2,True,False,False,True,0.0,image_decisive,False
tomato__bacterial-speck-of-tomato__tomato-spotted-wilt-virus,Tomato,Bacterial Speck Of Tomato,Tomato Spotted Wilt Virus,142,1.2,True,True,True,True,0.0517,image_decisive,False
tomato__cucumber-mosaic-virus__late-blight,Tomato,Cucumber Mosaic Virus,Late Blight,138,1.2,True,False,False,True,0.0,image_decisive,False
tomato__cucumber-mosaic-virus__southern-blight,Tomato,Cucumber Mosaic Virus,Southern Blight,55,1.2,True,False,False,True,0.0,image_decisive,False
tomato__cucumber-mosaic-virus__tomato-leaf-mould,Tomato,Cucumber Mosaic Virus,Tomato Leaf Mould,58,1.2,True,False,False,True,0.0,image_decisive,False
tomato__gray-mold__tomato-spotted-wilt-virus,Tomato,Gray Mold,Tomato Spotted Wilt Virus,145,1.2,True,False,False,True,0.0784,image_decisive,False
tomato__phytophthora-blight__southern-bacterial-wilt,Tomato,Phytophthora Blight,Southern Bacterial Wilt,53,1.2,True,False,False,True,0.0638,image_decisive,False
tomato__phytophthora-blight__tomato-spotted-wilt-virus,Tomato,Phytophthora Blight,Tomato Spotted Wilt Virus,161,1.2,True,False,False,True,0.0946,image_decisive,False
tomato__sclerotinia-timber-rot__tomato-spotted-wilt-virus,Tomato,Sclerotinia Timber Rot,Tomato Spotted Wilt Virus,142,1.2,True,False,False,True,0.0426,image_decisive,False
pepper__southern-blight__tomato-spotted-wilt-virus,Pepper,Southern Blight,Tomato Spotted Wilt Virus,94,1.2,True,False,False,True,0.0175,image_decisive,False
soybean__bacterial-blight__bean-pod-mottle-virus,Soybean,Bacterial Blight,Bean Pod Mottle Virus,40,1.2,True,False,False,True,0.0256,image_decisive,False
soybean__bacterial-blight__downy-mildew,Soybean,Bacterial Blight,Downy Mildew,53,1.2,True,False,False,True,0.1087,image_decisive,False
soybean__bacterial-blight__root-and-stem-rot,Soybean,Bacterial Blight,Root And Stem Rot,34,1.2,True,False,False,True,0.0,image_decisive,False
soybean__bacterial-blight__sclerotinia-timber-rot,Soybean,Bacterial Blight,Sclerotinia Timber Rot,77,1.2,True,False,False,False,,,False
soybean__bacterial-blight__septoria-leaf-spot,Soybean,Bacterial Blight,Septoria Leaf Spot,30,1.2,True,True,True,True,0.1724,image_decisive,False
soybean__bacterial-pustule-of-soybean-disease__bean-pod-mottle-virus,Soybean,Bacterial Pustule Of Soybean Disease,Bean Pod Mottle Virus,43,1.2,True,False,False,True,0.0244,image_decisive,False
soybean__bean-pod-mottle-virus__charcoal-rot,Soybean,Bean Pod Mottle Virus,Charcoal Rot,48,1.2,True,False,False,True,0.0,image_decisive,False
soybean__bean-pod-mottle-virus__downy-mildew,Soybean,Bean Pod Mottle Virus,Downy Mildew,57,1.2,True,False,False,True,0.0588,image_decisive,False
soybean__bean-pod-mottle-virus__frogeye-leaf-spot,Soybean,Bean Pod Mottle Virus,Frogeye Leaf Spot,45,1.2,True,False,False,True,0.0769,image_decisive,False
soybean__bean-pod-mottle-virus__genus-diaporthe,Soybean,Bean Pod Mottle Virus,Genus Diaporthe,34,1.2,True,False,False,True,0.125,image_decisive,False
soybean__bean-pod-mottle-virus__southern-blight,Soybean,Bean Pod Mottle Virus,Southern Blight,41,1.2,True,False,False,True,0.0645,image_decisive,False
soybean__cercospora-blight__soybean-vein-necrosis-virus,Soybean,Cercospora Blight,Soybean Vein Necrosis Virus,67,1.2,True,True,True,True,0.0,image_decisive,False
soybean__genus-diaporthe__soybean-vein-necrosis-virus,Soybean,Genus Diaporthe,Soybean Vein Necrosis Virus,25,1.2,True,False,False,True,0.0435,image_decisive,False
soybean__root-and-stem-rot__soybean-vein-necrosis-virus,Soybean,Root And Stem Rot,Soybean Vein Necrosis Virus,29,1.2,True,False,False,True,0.0,image_decisive,False
soybean__sclerotinia-timber-rot__soybean-vein-necrosis-virus,Soybean,Sclerotinia Timber Rot,Soybean Vein Necrosis Virus,72,1.2,True,False,False,False,,,False
soybean__septoria-leaf-spot__soybean-vein-necrosis-virus,Soybean,Septoria Leaf Spot,Soybean Vein Necrosis Virus,25,1.2,True,True,True,True,0.16,image_decisive,False
watermelon__pythium-diseases__unknown-virus,Watermelon,Pythium Diseases,Unknown Virus,83,1.2,True,False,False,False,,,False
sweet-potato__java-black-rot__sweet-potato-feathery-mottle-virus,Sweet Potato,Java Black Rot,Sweet Potato Feathery Mottle Virus,69,1.2,True,False,False,True,0.0185,image_decisive,False
sweet-potato__southern-blight__sweet-potato-feathery-mottle-virus,Sweet Potato,Southern Blight,Sweet Potato Feathery Mottle Virus,87,1.2,True,False,False,True,0.0597,image_decisive,False
tomato__bacterial-canker-and-wilt-of-tomato__bacterial-wilt,Tomato,Bacterial Canker And Wilt Of Tomato,Bacterial Wilt,32,1.1,True,True,True,True,0.08,image_decisive,False
tomato__bacterial-canker-and-wilt-of-tomato__cucumber-mosaic-virus,Tomato,Bacterial Canker And Wilt Of Tomato,Cucumber Mosaic Virus,39,1.1,True,False,False,True,0.0513,image_decisive,False
tomato__bacterial-speck-of-tomato__cucumber-mosaic-virus,Tomato,Bacterial Speck Of Tomato,Cucumber Mosaic Virus,38,1.1,True,False,False,True,0.0,image_decisive,False
tomato__bacterial-speck-of-tomato__gray-mold,Tomato,Bacterial Speck Of Tomato,Gray Mold,41,1.1,True,False,False,True,0.069,image_decisive,False
tomato__bacterial-speck-of-tomato__sclerotinia-timber-rot,Tomato,Bacterial Speck Of Tomato,Sclerotinia Timber Rot,38,1.1,True,False,False,True,0.0,image_decisive,False
tomato__bacterial-speck-of-tomato__tomato-leaf-mould,Tomato,Bacterial Speck Of Tomato,Tomato Leaf Mould,58,1.1,True,False,False,True,0.0,image_decisive,False
tomato__bacterial-speck-of-tomato__verticillium-wilts,Tomato,Bacterial Speck Of Tomato,Verticillium Wilts,32,1.1,True,False,False,True,0.129,image_decisive,False
tomato__bacterial-wilt__phytophthora-blight,Tomato,Bacterial Wilt,Phytophthora Blight,50,1.1,True,False,False,True,0.0,image_decisive,False
tomato__bacterial-wilt__tomato-spotted-wilt-virus,Tomato,Bacterial Wilt,Tomato Spotted Wilt Virus,135,1.1,True,False,False,True,0.0,image_decisive,False
tomato__bacterial-wilt__verticillium-wilts,Tomato,Bacterial Wilt,Verticillium Wilts,25,1.1,True,True,True,True,0.0,image_decisive,False
tomato__cucumber-mosaic-virus__early-blight,Tomato,Cucumber Mosaic Virus,Early Blight,67,1.1,True,False,False,True,0.0,image_decisive,False
tomato__cucumber-mosaic-virus__phytophthora-blight,Tomato,Cucumber Mosaic Virus,Phytophthora Blight,57,1.1,True,False,False,True,0.0,image_decisive,False
tomato__cucumber-mosaic-virus__septoria-leaf-spot,Tomato,Cucumber Mosaic Virus,Septoria Leaf Spot,44,1.1,True,False,False,True,0.1154,image_decisive,False
tomato__cucumber-mosaic-virus__southern-bacterial-wilt,Tomato,Cucumber Mosaic Virus,Southern Bacterial Wilt,34,1.1,True,False,False,True,0.0,image_decisive,False
tomato__rhizopus-soft-rots__tomato-spotted-wilt-virus,Tomato,Rhizopus Soft Rots,Tomato Spotted Wilt Virus,138,1.1,True,False,False,False,,,False
tomato__southern-bacterial-wilt__verticillium-wilts,Tomato,Southern Bacterial Wilt,Verticillium Wilts,28,1.1,True,True,True,True,0.0769,image_decisive,False
tomato__tomato-spotted-wilt-virus__verticillium-wilts,Tomato,Tomato Spotted Wilt Virus,Verticillium Wilts,136,1.1,True,True,True,True,0.0755,image_decisive,False
soybean__bacterial-blight__genus-diaporthe,Soybean,Bacterial Blight,Genus Diaporthe,30,1.1,True,False,False,True,0.0,image_decisive,False
soybean__bacterial-blight__southern-blight,Soybean,Bacterial Blight,Southern Blight,37,1.1,True,False,False,True,0.0385,image_decisive,False
soybean__bacterial-blight__soybean-vein-necrosis-virus,Soybean,Bacterial Blight,Soybean Vein Necrosis Virus,31,1.1,True,True,True,True,0.0667,image_decisive,False
soybean__bacterial-pustule-of-soybean-disease__soybean-vein-necrosis-virus,Soybean,Bacterial Pustule Of Soybean Disease,Soybean Vein Necrosis Virus,34,1.1,True,True,True,True,0.1562,image_decisive,False
soybean__bean-pod-mottle-virus__soybean-rust,Soybean,Bean Pod Mottle Virus,Soybean Rust,54,1.1,True,False,False,True,0.0,image_decisive,False
soybean__bean-pod-mottle-virus__taproot-decline-on-soybean,Soybean,Bean Pod Mottle Virus,Taproot Decline On Soybean,36,1.1,True,False,False,True,0.0,image_decisive,False
soybean__downy-mildew__soybean-vein-necrosis-virus,Soybean,Downy Mildew,Soybean Vein Necrosis Virus,48,1.1,True,True,True,True,0.1429,image_decisive,False
soybean__frogeye-leaf-spot__soybean-vein-necrosis-virus,Soybean,Frogeye Leaf Spot,Soybean Vein Necrosis Virus,36,1.1,True,False,False,True,0.0667,image_decisive,False
strawberry__angular-leaf-spot-of-strawberry__anthracnose,Strawberry,Angular Leaf Spot Of Strawberry,Anthracnose,106,1.1,True,False,False,True,0.0588,image_decisive,False
strawberry__angular-leaf-spot-of-strawberry__phomopsis-leaf-blight-and-fruit-rot,Strawberry,Angular Leaf Spot Of Strawberry,Phomopsis Leaf Blight And Fruit Rot,32,1.1,True,False,False,True,0.0,image_decisive,False
strawberry__angular-leaf-spot-of-strawberry__ramularia-grevilleana-verkley---u--braun,Strawberry,Angular Leaf Spot Of Strawberry,Ramularia Grevilleana Verkley & U. Braun,49,1.1,True,True,True,True,0.1739,image_decisive,False
melon__alternaria-leaf-blight__bacterial-wilt,Melon,Alternaria Leaf Blight,Bacterial Wilt,62,1.1,True,False,False,True,0.0,image_decisive,False
melon__bacterial-wilt__charcoal-rot,Melon,Bacterial Wilt,Charcoal Rot,31,1.1,True,True,True,False,,,False
melon__bacterial-wilt__phytophthora-blight,Melon,Bacterial Wilt,Phytophthora Blight,63,1.1,True,True,True,True,0.0,image_decisive,False
lettuce__downy-mildew__tomato-spotted-wilt-virus,Lettuce,Downy Mildew,Tomato Spotted Wilt Virus,92,1.1,True,False,False,True,0.0909,image_decisive,False
lettuce__gray-mold__lettuce-chlorosis-virus,Lettuce,Gray Mold,Lettuce Chlorosis Virus,45,1.1,True,False,False,False,,,False
lettuce__gray-mold__mirafiori-lettuce-big-vein-virus,Lettuce,Gray Mold,Mirafiori Lettuce Big-Vein Virus,40,1.1,True,False,False,False,,,False
lettuce__gray-mold__tomato-spotted-wilt-virus,Lettuce,Gray Mold,Tomato Spotted Wilt Virus,47,1.1,True,False,False,False,,,False
lettuce__rhizoctonia-damping-off--blight-and-rot__tomato-spotted-wilt-virus,Lettuce,"Rhizoctonia Damping-Off, Blight And Rot",Tomato Spotted Wilt Virus,37,1.1,True,False,False,False,,,False
lettuce__sclerotinia-timber-rot__tomato-spotted-wilt-virus,Lettuce,Sclerotinia Timber Rot,Tomato Spotted Wilt Virus,164,1.1,True,False,False,True,0.0,image_decisive,False
lettuce__southern-blight__tomato-spotted-wilt-virus,Lettuce,Southern Blight,Tomato Spotted Wilt Virus,38,1.1,True,False,False,True,0.0,image_decisive,False
garden-onion__downy-mildew__onion-yellows-phytoplasma,Garden Onion,Downy Mildew,Onion Yellows Phytoplasma,35,1.1,True,False,False,True,0.0606,image_decisive,False
garden-onion__iris-yellow-spot-virus__onion-yellows-phytoplasma,Garden Onion,Iris Yellow Spot Virus,Onion Yellows Phytoplasma,28,1.1,True,False,False,True,0.125,image_decisive,False
sweet-potato__bacteria-wilt-and-soft-rot__sweet-potato-feathery-mottle-virus,Sweet Potato,Bacteria Wilt And Soft Rot,Sweet Potato Feathery Mottle Virus,87,1.1,True,False,False,True,0.0667,image_decisive,False
sweet-potato__black-rot__sweet-potato-feathery-mottle-virus,Sweet Potato,Black Rot,Sweet Potato Feathery Mottle Virus,70,1.1,True,False,False,True,0.0167,image_decisive,False
sweet-potato__bread-mold__sweet-potato-feathery-mottle-virus,Sweet Potato,Bread Mold,Sweet Potato Feathery Mottle Virus,91,1.1,True,False,False,True,0.02,image_decisive,False
sweet-potato__fusarium-damping-off__sweet-potato-feathery-mottle-virus,Sweet Potato,Fusarium Damping-Off,Sweet Potato Feathery Mottle Virus,71,1.1,True,False,False,True,0.0156,image_decisive,False
sweet-potato__fusarium-lateritium-nees__sweet-potato-feathery-mottle-virus,Sweet Potato,Fusarium Lateritium Nees,Sweet Potato Feathery Mottle Virus,60,1.1,True,False,False,True,0.0444,image_decisive,False
sweet-potato__fusarium-wilt__sweet-potato-feathery-mottle-virus,Sweet Potato,Fusarium Wilt,Sweet Potato Feathery Mottle Virus,57,1.1,True,False,False,True,0.0196,image_decisive,False
sweet-potato__penicillium-fungi__sweet-potato-feathery-mottle-virus,Sweet Potato,Penicillium Fungi,Sweet Potato Feathery Mottle Virus,132,1.1,True,False,False,True,0.0351,image_decisive,False
sweet-potato__rhizopus-soft-rots__sweet-potato-feathery-mottle-virus,Sweet Potato,Rhizopus Soft Rots,Sweet Potato Feathery Mottle Virus,81,1.1,True,False,False,True,0.06,image_decisive,False
sweet-potato__scurf__sweet-potato-feathery-mottle-virus,Sweet Potato,Scurf,Sweet Potato Feathery Mottle Virus,106,1.1,True,False,False,True,0.038,image_decisive,False
sweet-potato__sour-rot__sweet-potato-feathery-mottle-virus,Sweet Potato,Sour Rot,Sweet Potato Feathery Mottle Virus,79,1.1,True,False,False,True,0.0299,image_decisive,False
sweet-potato__streptomyces-soil-rot__sweet-potato-feathery-mottle-virus,Sweet Potato,Streptomyces Soil Rot,Sweet Potato Feathery Mottle Virus,101,1.1,True,False,False,True,0.0395,image_decisive,False
potato__late-blight__tomato-spotted-wilt-virus,Potato,Late Blight,Tomato Spotted Wilt Virus,159,1.1,True,True,True,True,0.1622,image_decisive,False
potato__rhizoctonia-damping-off--blight-and-rot__tomato-spotted-wilt-virus,Potato,"Rhizoctonia Damping-Off, Blight And Rot",Tomato Spotted Wilt Virus,132,1.1,True,False,False,True,0.0143,image_decisive,False
cucumber__angular-leaf-spot-of-cucumber__corynespora-leaf-spot,Cucumber,Angular Leaf Spot Of Cucumber,Corynespora Leaf Spot,80,1.1,True,True,True,True,0.2281,image_ambiguous,False
cucumber__angular-leaf-spot-of-cucumber__gummy-stem-blight,Cucumber,Angular Leaf Spot Of Cucumber,Gummy Stem Blight,74,1.1,True,False,False,True,0.0909,image_decisive,False
cucumber__angular-leaf-spot-of-cucumber__pythium-diseases,Cucumber,Angular Leaf Spot Of Cucumber,Pythium Diseases,70,1.1,True,False,False,True,0.0,image_decisive,False
cucumber__angular-leaf-spot-of-cucumber__rhizoctonia-damping-off--blight-and-rot,Cucumber,Angular Leaf Spot Of Cucumber,"Rhizoctonia Damping-Off, Blight And Rot",66,1.1,True,False,False,True,0.0,image_decisive,False
cucumber__bacterial-wilt__rhizoctonia-damping-off--blight-and-rot,Cucumber,Bacterial Wilt,"Rhizoctonia Damping-Off, Blight And Rot",33,1.1,True,False,False,True,0.0,image_decisive,False
common-bean__beet-curly-top-virus__dry-bean-rust,Common Bean,Beet Curly Top Virus,Dry Bean Rust,33,1.1,True,False,False,True,0.0385,image_decisive,False
common-bean__beet-curly-top-virus__halo-blight,Common Bean,Beet Curly Top Virus,Halo Blight,28,1.1,True,False,False,True,0.0714,image_decisive,False
common-bean__beet-curly-top-virus__sclerotinia-timber-rot,Common Bean,Beet Curly Top Virus,Sclerotinia Timber Rot,30,1.1,True,False,False,False,,,False
common-bean__common-bacterial--blight-of-beans--fuscous-blight__dry-bean-rust,Common Bean,"Common Bacterial  Blight Of Beans, Fuscous Blight",Dry Bean Rust,58,1.1,True,False,False,True,0.0588,image_decisive,False
common-bean__dry-bean-rust__halo-blight,Common Bean,Dry Bean Rust,Halo Blight,31,1.1,True,True,True,True,0.0417,image_decisive,False
common-bean__halo-blight__sclerotinia-timber-rot,Common Bean,Halo Blight,Sclerotinia Timber Rot,28,1.1,True,False,False,False,,,False
burley-tobacco__blue-mold__tomato-spotted-wilt-virus,Burley Tobacco,Blue Mold,Tomato Spotted Wilt Virus,28,1.1,True,False,False,True,0.1538,image_decisive,False
tomato__anthracnose__bacterial-speck-of-tomato,Tomato,Anthracnose,Bacterial Speck Of Tomato,32,1.0,True,False,False,False,,,False
tomato__anthracnose__cucumber-mosaic-virus,Tomato,Anthracnose,Cucumber Mosaic Virus,32,1.0,True,False,False,False,,,False
tomato__bacterial-speck-of-tomato__rhizopus-soft-rots,Tomato,Bacterial Speck Of Tomato,Rhizopus Soft Rots,34,1.0,True,False,False,False,,,False
tomato__bacterial-speck-of-tomato__septoria-leaf-spot,Tomato,Bacterial Speck Of Tomato,Septoria Leaf Spot,44,1.0,True,True,True,True,0.16,image_decisive,False
tomato__bacterial-wilt__cucumber-mosaic-virus,Tomato,Bacterial Wilt,Cucumber Mosaic Virus,31,1.0,True,False,False,True,0.0,image_decisive,False
tomato__cucumber-mosaic-virus__gray-mold,Tomato,Cucumber Mosaic Virus,Gray Mold,41,1.0,True,False,False,True,0.1,image_decisive,False
tomato__cucumber-mosaic-virus__rhizopus-soft-rots,Tomato,Cucumber Mosaic Virus,Rhizopus Soft Rots,34,1.0,True,False,False,False,,,False
tomato__cucumber-mosaic-virus__sclerotinia-timber-rot,Tomato,Cucumber Mosaic Virus,Sclerotinia Timber Rot,38,1.0,True,False,False,True,0.0,image_decisive,False
tomato__cucumber-mosaic-virus__verticillium-wilts,Tomato,Cucumber Mosaic Virus,Verticillium Wilts,32,1.0,True,False,False,True,0.0,image_decisive,False
pepper__alternaria-black-molds---stem-cankers__bacterial-spot,Pepper,Alternaria Black Molds / Stem Cankers,Bacterial Spot,37,1.0,True,False,False,False,,,False
pepper__alternaria-black-molds---stem-cankers__tomato-spotted-wilt-virus,Pepper,Alternaria Black Molds / Stem Cankers,Tomato Spotted Wilt Virus,78,1.0,True,False,False,False,,,False
soybean__bacterial-blight__charcoal-rot,Soybean,Bacterial Blight,Charcoal Rot,44,1.0,True,False,False,True,0.0,image_decisive,False
soybean__bacterial-blight__soybean-rust,Soybean,Bacterial Blight,Soybean Rust,50,1.0,True,True,True,True,0.0541,image_decisive,False
soybean__bacterial-blight__taproot-decline-on-soybean,Soybean,Bacterial Blight,Taproot Decline On Soybean,32,1.0,True,False,False,True,0.0,image_decisive,False
soybean__charcoal-rot__soybean-vein-necrosis-virus,Soybean,Charcoal Rot,Soybean Vein Necrosis Virus,39,1.0,True,False,False,True,0.0,image_decisive,False
soybean__southern-blight__soybean-vein-necrosis-virus,Soybean,Southern Blight,Soybean Vein Necrosis Virus,32,1.0,True,False,False,True,0.1364,image_decisive,False
soybean__soybean-rust__soybean-vein-necrosis-virus,Soybean,Soybean Rust,Soybean Vein Necrosis Virus,45,1.0,True,False,False,True,0.0303,image_decisive,False
soybean__soybean-vein-necrosis-virus__taproot-decline-on-soybean,Soybean,Soybean Vein Necrosis Virus,Taproot Decline On Soybean,27,1.0,True,False,False,True,0.08,image_decisive,False
st--augustinegrass__rhizoctonia-damping-off--blight-and-rot__sugarcane-mosaic-virus,St. Augustinegrass,"Rhizoctonia Damping-Off, Blight And Rot",Sugarcane Mosaic Virus,28,1.0,True,False,False,True,0.0,image_decisive,False
lettuce__lettuce-chlorosis-virus__powdery-mildew,Lettuce,Lettuce Chlorosis Virus,Powdery Mildew,67,1.0,True,False,False,True,0.0909,image_decisive,False
lettuce__lettuce-chlorosis-virus__sclerotinia-stem-rot,Lettuce,Lettuce Chlorosis Virus,Sclerotinia Stem Rot,35,1.0,True,False,False,False,,,False
lettuce__lettuce-chlorosis-virus__southern-blight,Lettuce,Lettuce Chlorosis Virus,Southern Blight,36,1.0,True,False,False,True,0.1,image_decisive,False
lettuce__mirafiori-lettuce-big-vein-virus__powdery-mildew,Lettuce,Mirafiori Lettuce Big-Vein Virus,Powdery Mildew,62,1.0,True,False,False,True,0.0,image_decisive,False
lettuce__mirafiori-lettuce-big-vein-virus__sclerotinia-stem-rot,Lettuce,Mirafiori Lettuce Big-Vein Virus,Sclerotinia Stem Rot,30,1.0,True,False,False,False,,,False
lettuce__mirafiori-lettuce-big-vein-virus__southern-blight,Lettuce,Mirafiori Lettuce Big-Vein Virus,Southern Blight,31,1.0,True,False,False,True,0.0,image_decisive,False
lettuce__powdery-mildew__tomato-spotted-wilt-virus,Lettuce,Powdery Mildew,Tomato Spotted Wilt Virus,69,1.0,True,False,False,True,0.0,image_decisive,False
lettuce__sclerotinia-stem-rot__tomato-spotted-wilt-virus,Lettuce,Sclerotinia Stem Rot,Tomato Spotted Wilt Virus,37,1.0,True,False,False,False,,,False
wheat__barley-yellow-dwarf-virus__karnal-bunt,Wheat,Barley Yellow Dwarf Virus,Karnal Bunt,62,1.0,True,False,False,False,,,False
wheat__karnal-bunt__wheat-streak-mosaic-virus,Wheat,Karnal Bunt,Wheat Streak Mosaic Virus,67,1.0,True,False,False,False,,,False
melon__bacterial-fruit-blotch__bacterial-wilt,Melon,Bacterial Fruit Blotch,Bacterial Wilt,30,0.1,True,False,False,False,,,False
common-bean__beet-curly-top-virus__common-bacterial--blight-of-beans--fuscous-blight,Common Bean,Beet Curly Top Virus,"Common Bacterial  Blight Of Beans, Fuscous Blight",55,0.1,True,False,False,True,0.0182,image_decisive,False
common-bean__common-bacterial--blight-of-beans--fuscous-blight__sclerotinia-timber-rot,Common Bean,"Common Bacterial  Blight Of Beans, Fuscous Blight",Sclerotinia Timber Rot,55,0.1,True,False,False,False,,,False
